margin,games,hit_rate,stable_hit_rate,avg_move_number,avg_deck_size,avg_moves_to_end
2.0,2333,0.6982426060865838,0.31247321045863696,19.07673419275629,33.208717004297114,27.588704726826276
4.0,2333,0.26532361765966567,0.22203171881697387,38.19870759289176,25.94184168012924,17.66720516962843
6.0,2333,0.04200600085726532,0.04029147021003,52.36734693877551,19.877551020408163,10.591836734693878
