margin,games,hit_rate,stable_hit_rate,avg_move_number,avg_deck_size,avg_moves_to_end
2.0,2333,0.7711101585940848,0.2387483926275182,15.885491939966649,34.438021122846024,29.280155642023345
4.0,2333,0.39434204886412344,0.30690098585512215,34.243478260869566,27.37391304347826,18.144565217391303
6.0,2333,0.08872696099442777,0.08015430775825118,49.1256038647343,21.115942028985508,13.72463768115942
