deck_bucket,diff_bin,states,p0_win_rate,p1_win_rate,stalemate_rate,leader_win_rate,avg_moves_to_end
Q1,"(-inf, -8.0]",25.0,0.04,0.96,0.0,0.96,8.12
Q1,"(-8.0, -6.0]",308.0,0.0653061224489796,0.9346938775510204,0.0,0.7435064935064936,12.506493506493506
Q1,"(-6.0, -4.0]",1699.0,0.06475409836065574,0.9352459016393443,0.0,0.6715715126545027,16.191877575044142
Q1,"(-4.0, -2.0]",4784.0,0.20621197566442523,0.7937880243355747,0.0,0.518185618729097,20.01776755852843
Q1,"(-2.0, -1.0]",3279.0,0.35728744939271256,0.6427125506072875,0.0,0.38731320524550167,22.087526684964928
Q1,"(-1.0, 0.0]",3411.0,0.47993905535804976,0.5200609446419502,0.0,0.0,22.520082087364408
Q1,"(0.0, 1.0]",3075.0,0.5872667398463227,0.4127332601536773,0.0,0.34796747967479674,21.818861788617887
Q1,"(1.0, 2.0]",2280.0,0.6972222222222222,0.30277777777777776,0.0,0.44035087719298244,21.020614035087718
Q1,"(2.0, 4.0]",2505.0,0.8241500586166471,0.17584994138335286,0.0,0.5612774451097804,17.807185628742516
Q1,"(4.0, 6.0]",653.0,0.9446564885496184,0.05534351145038168,0.0,0.7580398162327718,12.788667687595712
Q1,"(6.0, 8.0]",84.0,1.0,0.0,0.0,0.6547619047619048,8.142857142857142
Q1,"(8.0, inf]",3.0,1.0,0.0,0.0,0.6666666666666666,7.333333333333333
Q2,"(-inf, -8.0]",12.0,0.4166666666666667,0.5833333333333334,0.0,0.5833333333333334,9.083333333333334
Q2,"(-8.0, -6.0]",179.0,0.1569767441860465,0.8430232558139535,0.0,0.8100558659217877,16.30167597765363
Q2,"(-6.0, -4.0]",1399.0,0.10889570552147239,0.8911042944785276,0.0,0.8305932809149392,22.225160829163688
Q2,"(-4.0, -2.0]",5034.0,0.21373510861948142,0.7862648913805186,0.0,0.6686531585220501,29.403059197457292
Q2,"(-2.0, -1.0]",4137.0,0.3803519061583578,0.6196480938416422,0.0,0.5107565868987188,33.58158085569253
Q2,"(-1.0, 0.0]",4141.0,0.4794759825327511,0.5205240174672489,0.0,0.0,34.31296788215407
Q2,"(0.0, 1.0]",3400.0,0.6044959606603442,0.3955040393396558,0.0,0.5061764705882353,32.83941176470588
Q2,"(1.0, 2.0]",2353.0,0.7244133799301048,0.27558662006989515,0.0,0.6166595835104123,29.690182745431365
Q2,"(2.0, 4.0]",2132.0,0.8343357025697102,0.16566429743028976,0.0,0.7157598499061913,27.356472795497186
Q2,"(4.0, 6.0]",446.0,0.8691099476439791,0.13089005235602094,0.0,0.7443946188340808,23.807174887892376
Q2,"(6.0, 8.0]",45.0,0.7105263157894737,0.2894736842105263,0.0,0.6,19.8
Q2,"(8.0, inf]",1.0,0.0,1.0,0.0,0.0,29.0
Q3,"(-inf, -8.0]",2.0,0.0,1.0,0.0,1.0,2.5
Q3,"(-8.0, -6.0]",92.0,0.0,1.0,0.0,1.0,8.98913043478261
Q3,"(-6.0, -4.0]",739.0,0.14106145251396648,0.8589385474860335,0.0,0.8322056833558863,21.40189445196211
Q3,"(-4.0, -2.0]",4004.0,0.26309983452840596,0.7369001654715941,0.0,0.6673326673326674,32.59040959040959
Q3,"(-2.0, -1.0]",4260.0,0.3820254506892895,0.6179745493107105,0.0,0.5471830985915493,37.098356807511735
Q3,"(-1.0, 0.0]",4342.0,0.45526315789473687,0.5447368421052632,0.0,0.0,37.72109626900046
Q3,"(0.0, 1.0]",2892.0,0.5470287288469107,0.4529712711530893,0.0,0.4806362378976487,36.60892116182573
Q3,"(1.0, 2.0]",1575.0,0.6901208244491827,0.30987917555081734,0.0,0.6165079365079366,32.721269841269844
Q3,"(2.0, 4.0]",1122.0,0.821917808219178,0.1780821917808219,0.0,0.7486631016042781,27.325311942959
Q3,"(4.0, 6.0]",117.0,0.8918918918918919,0.10810810810810811,0.0,0.8461538461538461,21.803418803418804
Q3,"(6.0, 8.0]",7.0,0.2857142857142857,0.7142857142857143,0.0,0.2857142857142857,25.857142857142858
Q4,"(-inf, -8.0]",2.0,0.0,1.0,0.0,1.0,1.0
Q4,"(-8.0, -6.0]",58.0,0.05172413793103448,0.9482758620689655,0.0,0.9482758620689655,8.60344827586207
Q4,"(-6.0, -4.0]",584.0,0.16399286987522282,0.8360071301247772,0.0,0.803082191780822,20.05821917808219
Q4,"(-4.0, -2.0]",4278.0,0.3142785192646689,0.6857214807353311,0.0,0.636512388966807,33.72837774661057
Q4,"(-2.0, -1.0]",6294.0,0.4047991653625456,0.5952008346374543,0.0,0.5438512869399428,39.605497299014935
Q4,"(-1.0, 0.0]",5925.0,0.45581737849779086,0.5441826215022091,0.0,0.00033755274261603374,39.2862447257384
Q4,"(0.0, 1.0]",3298.0,0.5230208678370322,0.4769791321629679,0.0,0.4787750151607035,38.19678593086719
Q4,"(1.0, 2.0]",1241.0,0.6881998277347114,0.31180017226528856,0.0,0.6438356164383562,31.705882352941178
Q4,"(2.0, 4.0]",674.0,0.7630331753554502,0.23696682464454977,0.0,0.7166172106824926,26.102373887240358
Q4,"(4.0, 6.0]",50.0,0.92,0.08,0.0,0.92,22.1
Q4,"(6.0, 8.0]",2.0,1.0,0.0,0.0,1.0,1.5
Q5,"(-8.0, -6.0]",8.0,0.125,0.875,0.0,0.875,17.5
Q5,"(-6.0, -4.0]",349.0,0.14534883720930233,0.8546511627906976,0.0,0.8424068767908309,16.888252148997136
Q5,"(-4.0, -2.0]",2418.0,0.3353500432152118,0.6646499567847882,0.0,0.6360628618693135,30.897435897435898
Q5,"(-2.0, -1.0]",5054.0,0.4348195329087049,0.5651804670912951,0.0,0.5267115156311832,39.08448753462604
Q5,"(-1.0, 0.0]",8035.0,0.4526611393420701,0.5473388606579299,0.0,0.3061605476042315,40.66484131922837
Q5,"(0.0, 1.0]",2535.0,0.49238578680203043,0.5076142131979695,0.0,0.4591715976331361,39.249704142011836
Q5,"(1.0, 2.0]",482.0,0.644880174291939,0.355119825708061,0.0,0.6141078838174274,28.863070539419088
Q5,"(2.0, 4.0]",220.0,0.7358490566037735,0.2641509433962264,0.0,0.7090909090909091,26.204545454545453
Q5,"(4.0, 6.0]",7.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,40.42857142857143
